gsm	tissue	type	cluster
GSM956012	H1_BMP4_derived_trophoblast_cultured_cells	H3K36me3	5
GSM956013	sigmoid_colon	H3K36me3	5
GSM956014	lung	H3K36me3	5
GSM956015	adrenal_gland	H3K36me3	5
GSM956016	sigmoid_colon	H3K36me3	5
GSM956017	H1_BMP4_derived_mesendoderm_cultured_cells	H3K4ac	5
GSM956018	H1_BMP4_derived_trophoblast_cultured_cells	H3K4me1	5
GSM956019	small_intestine	H3K4me1	3
GSM956020	sigmoid_colon	H3K4me1	9
GSM956021	psoas_muscle	H3K4me1	5
GSM956022	heart_right_ventricle	H3K4me1	5
GSM956023	sigmoid_colon	H3K4me1	3
GSM956024	sigmoid_colon	H3K4me3	3
GSM956027	sigmoid_colon	H3K9me3	9
GSM956028	H1_BMP4_derived_mesendoderm_cultured_cells	H4K8ac	3
GSM956029	H1_derived_neuronal_progenitor_cultured_cells	ChIP-Seq_input	9
GSM956030	thymus	ChIP-Seq_input	11
GSM956031	lung	ChIP-Seq_input	12
GSM956032	gastric	ChIP-Seq_input	2
GSM958149	penis_foreskin_fibroblast_primary_cells	H3K36me3	9
GSM958150	penis_foreskin_melanocyte_primary_cells	H3K27me3	2
GSM958151	penis_foreskin_melanocyte_primary_cells	H3K4me3	9
GSM958152	penis_foreskin_melanocyte_primary_cells	H3K4me1	9
GSM958153	penis_foreskin_keratinocyte_primary_cells	H3K9me3	11
GSM958154	penis_foreskin_fibroblast_primary_cells	H3K27me3	9
GSM958155	penis_foreskin_keratinocyte_primary_cells	H3K4me3	5
GSM958156	penis_foreskin_keratinocyte_primary_cells	H3K27ac	11
GSM958157	penis_foreskin_melanocyte_primary_cells	H3K27ac	9
GSM958158	penis_foreskin_fibroblast_primary_cells	H3K4me3	3
GSM958159	penis_foreskin_keratinocyte_primary_cells	H3K36me3	9
GSM958160	penis_foreskin_melanocyte_primary_cells	H3K36me3	3
GSM958161	penis_foreskin_keratinocyte_primary_cells	H3K4me1	9
GSM958162	penis_foreskin_keratinocyte_primary_cells	H3K27me3	11
GSM958163	penis_foreskin_fibroblast_primary_cells	H3K27ac	9
GSM958164	penis_foreskin_fibroblast_primary_cells	H3K4me1	9
GSM958165	penis_foreskin_melanocyte_primary_cells	H3K9me3	10
GSM958166	penis_foreskin_melanocyte_primary_cells	ChIP-Seq_input	11
GSM958167	penis_foreskin_keratinocyte_primary_cells	ChIP-Seq_input	11
GSM958168	penis_foreskin_fibroblast_primary_cells	ChIP-Seq_input	4
GSM958169	penis_foreskin_keratinocyte_primary_cells	MRE-Seq	13
GSM958170	penis_foreskin_melanocyte_primary_cells	MRE-Seq	13
GSM958171	penis_foreskin_fibroblast_primary_cells	MRE-Seq	13
GSM958172	neurosphere_cultured_cells_ganglionic_eminence_derived	mRNA-Seq	13
GSM958173	neurosphere_cultured_cells_ganglionic_eminence_derived	mRNA-Seq	13
GSM958174	penis_foreskin_melanocyte_primary_cells	mRNA-Seq	13
GSM958175	UCSF-4_cell_line	mRNA-Seq	5
GSM958176	neurosphere_cultured_cells_cortex_derived	mRNA-Seq	13
GSM958177	penis_foreskin_keratinocyte_primary_cells	mRNA-Seq	13
GSM958178	penis_foreskin_fibroblast_primary_cells	mRNA-Seq	13
GSM958179	UCSF-4_cell_line	mRNA-Seq	13
GSM958180	penis_foreskin_keratinocyte_primary_cells	MeDIP-Seq	5
GSM958181	penis_foreskin_melanocyte_primary_cells	MeDIP-Seq	5
GSM958182	penis_foreskin_fibroblast_primary_cells	MeDIP-Seq	5
GSM959044	IMR90_cell_line	ChIP-Seq_input	1
GSM959124	breast_luminal_epithelial_cells	ChIP-Seq_input	12
GSM959125	breast_stem_cells	ChIP-Seq_input	12
GSM959126	CD8_naive_primary_cells	ChIP-Seq_input	9
GSM997220	hESC-derived_CD184+_endoderm_cultured_cells	mRNA-Seq	13
GSM997221	hESC-derived_CD56+_ectoderm_cultured_cells	H3K4me3	2
GSM997222	CD4+_CD25-_IL17+_PMA-ionomcyin_stimulated_Th17_primary_cells	H3K27me3	7
GSM997223	CD4+_CD25-_IL17+_PMA-ionomcyin_stimulated_Th17_primary_cells	H3K9me3	4
GSM997224	CD4+_CD25-_IL17+_PMA-ionomcyin_stimulated_Th17_primary_cells	H3K4me1	2
GSM997225	CD4+_CD25-_IL17+_PMA-ionomcyin_stimulated_Th17_primary_cells	H3K4me3	7
GSM997226	CD4+_CD25-_IL17+_PMA-ionomcyin_stimulated_Th17_primary_cells	H3K36me3	2
GSM997227	CD4+_CD25-_CD45RA+_naive_primary_cells	H3K27me3	7
GSM997228	CD4+_CD25-_CD45RA+_naive_primary_cells	H3K9me3	4
GSM997229	CD4+_CD25-_CD45RA+_naive_primary_cells	H3K4me1	6
GSM997230	CD4+_CD25+_CD127-_Treg_primary_cells	H3K36me3	5
GSM997231	CD4+_CD25-_Th_primary_cells	H3K27me3	7
GSM997232	CD4+_CD25-_IL17-_PMA-ionomycin_stimulated_MACS_purified_Th_primary_cells	H3K4me3	7
GSM997233	CD4+_CD25+_CD127-_Treg_primary_cells	H3K27ac	6
GSM997234	CD4+_CD25+_CD127-_Treg_primary_cells	ChIP-Seq_input	4
GSM997235	CD4+_CD25-_CD45RO+_memory_primary_cells	H3K4me1	5
GSM997236	CD4+_CD25-_CD45RO+_memory_primary_cells	H3K4me3	13
GSM997237	CD4+_CD25-_CD45RO+_memory_primary_cells	H3K36me3	5
GSM997238	CD4+_CD25-_CD45RO+_memory_primary_cells	H3K27me3	6
GSM997239	CD4+_CD25-_Th_primary_cells	H3K27ac	1
GSM997240	CD4+_CD25-_Th_primary_cells	H3K4me3	6
GSM997241	CD4+_CD25-_Th_primary_cells	H3K36me3	6
GSM997242	CD4+_CD25-_Th_primary_cells	H3K9me3	8
GSM997243	CD4+_CD25-_Th_primary_cells	H3K4me1	5
GSM997244	CD4+_CD25+_CD127-_Treg_primary_cells	H3K9me3	8
GSM997245	CD4+_CD25+_CD127-_Treg_primary_cells	H3K4me1	6
GSM997246	CD4+_CD25+_CD127-_Treg_primary_cells	H3K4me3	7
GSM997247	hESC-derived_CD56+_ectoderm_cultured_cells	H3K27me3	5
GSM997248	hESC-derived_CD56+_ectoderm_cultured_cells	ChIP-Seq_input	4
GSM997249	HUES64_cell_line	H3K27ac	11
GSM997250	HUES48_cell_line	H3K27ac	2
GSM997251	hESC-derived_CD184+_endoderm_cultured_cells	H3K4me1	2
GSM997252	hESC-derived_CD56+_ectoderm_cultured_cells	ChIP-Seq_input	4
GSM997253	hESC-derived_CD56+_ectoderm_cultured_cells	H3K36me3	9
GSM997254	hESC-derived_CD56+_ectoderm_cultured_cells	H3K4me1	6
GSM997255	CD4+_CD25-_CD45RA+_naive_primary_cells	H3K36me3	9
GSM997256	CD4+_CD25-_CD45RA+_naive_primary_cells	H3K4me3	2
GSM997257	CD4+_CD25-_CD45RO+_memory_primary_cells	ChIP-Seq_input	11
GSM997258	brain_substantia_nigra	H3K27ac	9
GSM997259	colon_smooth_muscle	H3K27me3	1
GSM997260	CD4+_CD25int_CD127+_Tmem_primary_cells	H3K27ac	6
GSM997261	CD4+_CD25int_CD127+_Tmem_primary_cells	H3K27me3	6
GSM997262	CD4+_CD25int_CD127+_Tmem_primary_cells	H3K4me1	5
GSM997263	CD4+_CD25int_CD127+_Tmem_primary_cells	H3K9me3	8
GSM997264	CD4+_CD25int_CD127+_Tmem_primary_cells	H3K36me3	7
GSM997265	CD4+_CD25int_CD127+_Tmem_primary_cells	H3K4me3	12
GSM997266	CD4+_CD25-_IL17-_PMA-ionomycin_stimulated_MACS_purified_Th_primary_cells	H3K27ac	6
GSM997267	CD4+_CD25-_IL17-_PMA-ionomycin_stimulated_MACS_purified_Th_primary_cells	H3K27me3	7
GSM997268	CD4+_CD25-_IL17-_PMA-ionomycin_stimulated_MACS_purified_Th_primary_cells	H3K4me1	3
GSM997269	CD4+_CD25-_IL17-_PMA-ionomycin_stimulated_MACS_purified_Th_primary_cells	H3K9me3	8
GSM997270	hESC-derived_CD56+_mesoderm_cultured_cells	ChIP-Seq_input	4
GSM997271	CD4+_CD25+_CD127-_Treg_primary_cells	H3K27me3	6
GSM997272	hESC-derived_CD56+_mesoderm_cultured_cells	ChIP-Seq_input	4
GSM997273	hESC-derived_CD56+_ectoderm_cultured_cells	H3K9me3	6
GSM997274	CD4+_CD25-_IL17-_PMA-ionomycin_stimulated_MACS_purified_Th_primary_cells	H3K36me3	6
GSM997275	CD4+_CD25-_CD45RO+_memory_primary_cells	H3K9me3	10
GSM997276	colon_smooth_muscle	H3K36me3	7
GSM997277	colon_smooth_muscle	H3K9me3	8
